name,baseMean,baseMeanControl,baseMeanMetal,foldChange,logFC,logCPM,PValue,FDR,control_gill,control_intestine,control_kidney,control_liver,metal_gill,metal_intestine,metal_kidney,metal_liver
ENSSTUE00000003270,62.25,72.25,52.25,0.724760826758818,-0.464423114900672,6.72979677043801,0.555093114240132,1,103,23,70,93,64,9,61,75
ENSSTUE00000520950,434.25,503.5,365,0.724742226268715,-0.464460141155671,9.49500762024012,0.544916268891922,1,234,466,419,895,253,314,204,689
ENSSTUE00000572689,8.875,10,7.75,0.724585736863859,-0.464771687603346,4.16880752445906,0.462008915097964,1,12,15,7,6,5,5,9,12
ENSSTUE00000322978,162,187.75,136.25,0.724497195866729,-0.464947988979543,8.08520029692583,0.522375993107067,1,220,145,306,80,171,68,224,82
ENSSTUE00000054362,17.125,19.75,14.5,0.724311533978909,-0.465317745843634,5.00340741369596,0.614972464332509,1,38,21,18,2,19,26,11,2
ENSSTUE00000562576,24.125,28.25,20,0.724155118996531,-0.465629329296122,5.4415773967171,0.451613144056705,1,47,25,14,27,36,19,13,12
ENSSTUE00000553774,72.75,84.5,61,0.724126145202049,-0.465687053373143,6.94321548151446,0.534384930562561,1,119,46,25,148,94,34,41,75
ENSSTUE00000315668,15,17.5,12.5,0.724113941951621,-0.465711366425973,4.82167983477097,0.386896328245999,1,11,15,28,16,15,7,14,14
ENSSTUE00000258165,109.375,127,91.75,0.724023582288221,-0.465891406562039,7.52268188253193,0.42730737671444,1,108,114,85,201,107,112,65,83
ENSSTUE00000327815,13.5,16,11,0.724011134763784,-0.465916209809592,4.67534263994114,0.379108838440564,1,10,18,9,27,8,13,9,14
ENSSTUE00000047608,39.5,45.75,33.25,0.723995751108324,-0.465946864254209,6.10683913511107,0.608073474866303,1,83,27,59,14,52,30,49,2
ENSSTUE00000175167,181.625,210.75,152.5,0.723961516815137,-0.466015084009188,8.2461995891972,0.437548326428231,1,169,192,215,267,149,109,130,222
ENSSTUE00000320914,29.25,34,24.5,0.72393989525111,-0.466058171643388,5.70010132172717,0.397151589834991,1,28,40,39,29,15,44,25,14
ENSSTUE00000349104,21.625,25,18.25,0.723929433926422,-0.466079019520948,5.27386435978513,0.413287702807374,1,18,44,17,21,14,27,13,19
ENSSTUE00000445874,104.875,121.75,88,0.72374590809478,-0.466444808452925,7.46513493869777,0.488215517690264,1,195,74,72,146,157,71,53,71
ENSSTUE00000522014,26.625,31,22.25,0.723726789332146,-0.466482919768033,5.5660645807826,0.436931927198459,1,36,23,47,18,25,14,36,14
ENSSTUE00000213200,45.75,53.25,38.25,0.723705421946652,-0.466525514676245,6.31724774210613,0.740185860425654,1,9,6,190,8,8,9,129,7
ENSSTUE00000056487,14.75,17.5,12,0.723660411413565,-0.466615245235578,4.79465252698977,0.301447567252838,1,20,17,12,21,15,7,17,9
ENSSTUE00000576912,12.625,14.75,10.5,0.723654389557872,-0.46662725050401,4.60733204433163,0.497674969797844,1,15,8,26,10,12,9,19,2
ENSSTUE00000226267,13.375,15.25,11.5,0.723503380589674,-0.466928337081898,4.65986497520756,0.497220967592972,1,24,13,6,18,11,6,8,21
ENSSTUE00000348021,15.625,18,13.25,0.723433074619698,-0.467068536845259,4.88060682351047,0.55607918790642,1,35,8,8,21,21,6,7,19
ENSSTUE00000208108,16.25,18.75,13.75,0.723357960490011,-0.467218339795192,4.91945867311464,0.395138280458171,1,28,19,12,16,14,9,11,21
ENSSTUE00000529346,17.75,20.75,14.75,0.723287891415107,-0.467358095225768,5.02978489367424,0.39503247090447,1,24,16,29,14,13,12,27,7
ENSSTUE00000350856,29,33.5,24.5,0.723271263783142,-0.467391261656734,5.68623663219348,0.448713674215626,1,48,29,41,16,33,35,16,14
ENSSTUE00000485527,52.125,60.5,43.75,0.723213847387903,-0.467505793563188,6.48692745073136,0.386868424452004,1,64,53,92,33,47,41,44,43
ENSSTUE00000476829,33.25,38.75,27.75,0.72318551459722,-0.46756231402039,5.85161686600157,0.72037370031237,1,47,1,25,82,28,0,33,50
ENSSTUE00000496253,35.625,41.5,29.75,0.723182305939904,-0.467568715039456,5.95308976022473,0.36029637583077,1,26,32,57,51,30,31,35,23
ENSSTUE00000056308,15.75,18.25,13.25,0.723123770628095,-0.467685493369407,4.83049498740913,0.601937831525993,1,6,7,11,49,8,5,10,30
ENSSTUE00000352049,25.25,29.25,21.25,0.72306725197848,-0.467798257415489,5.50094256717978,0.54262177320293,1,39,24,50,4,33,15,21,16
ENSSTUE00000401508,2275.5,2641.5,1909.5,0.722875199900407,-0.468181498922644,11.8795022628307,0.527562530175926,1,2271,2304,1677,4314,1903,1447,1714,2574
ENSSTUE00000142446,20.5,23.75,17.25,0.722841023062618,-0.468249709756301,5.22548363032265,0.323013875272557,1,22,20,28,25,20,13,15,21
ENSSTUE00000118648,12.75,15,10.5,0.722833705978388,-0.468264313762196,4.60672600209546,0.347756163419024,1,11,21,10,18,12,15,6,9
ENSSTUE00000287111,40.25,46.75,33.75,0.722700516078592,-0.468530170364612,6.12042315075949,0.48438898859419,1,36,56,25,70,18,53,17,47
ENSSTUE00000525577,15,17.5,12.5,0.72266290453966,-0.46860525456826,4.83261888150605,0.550007279845903,1,14,6,44,6,18,12,15,5
ENSSTUE00000226815,8.75,10.25,7.25,0.722592772836322,-0.468745269462895,4.18489946912822,0.726073702445345,1,17,0,20,4,8,0,16,5
ENSSTUE00000270797,26.375,30.5,22.25,0.722276953430109,-0.469375957600564,5.55445567505204,0.336983574063354,1,40,33,26,23,27,15,24,23
ENSSTUE00000376126,66.875,77.75,56,0.722246088072109,-0.469437610198202,6.82883508961687,0.424228697793066,1,57,48,103,103,49,43,47,85
ENSSTUE00000353553,15.75,18.25,13.25,0.72221485527706,-0.469499999422009,4.8327123653199,0.71479759729115,1,3,12,2,56,9,2,4,38
ENSSTUE00000078599,26.375,30.75,22,0.72214128540161,-0.469646969953131,5.52012701839086,0.727124575561734,1,10,8,2,103,3,8,8,69
ENSSTUE00000105074,8,9.5,6.5,0.722095773204497,-0.469737897160274,4.09343002913527,0.60800355549985,1,15,10,11,2,10,5,11,0
ENSSTUE00000041351,133.125,154.5,111.75,0.722081716271657,-0.469765982167065,7.80052340029208,0.456580677834936,1,103,137,158,220,75,80,103,189
ENSSTUE00000149790,35.875,41.75,30,0.722058449786408,-0.469812468572859,5.97705953649521,0.360349285341402,1,41,36,53,37,30,41,33,16
ENSSTUE00000039139,15.75,18.25,13.25,0.721913861230926,-0.470101389892288,4.8862128571286,0.377965852765378,1,17,11,31,14,11,14,14,14
ENSSTUE00000321970,41.25,48,34.5,0.721903404452079,-0.470122287194662,6.16345921793711,0.464589268659705,1,64,21,72,35,52,26,43,17
ENSSTUE00000109674,21.75,25.25,18.25,0.721786541060138,-0.470355852908557,5.29352973126758,0.505936814979115,1,36,5,27,33,14,12,16,31
ENSSTUE00000438856,26.875,31.5,22.25,0.721747212452712,-0.470434464422524,5.57071184064495,0.425886708313936,1,20,30,21,55,16,15,22,36
ENSSTUE00000534631,142,165,119,0.721712813388251,-0.470503226090778,7.88836974154362,0.712881019085752,1,16,57,30,557,25,26,92,333
ENSSTUE00000087414,204.75,238,171.5,0.721618998356866,-0.470690773374956,8.41596395003424,0.439982279004158,1,171,243,191,347,154,174,137,221
ENSSTUE00000566942,90.25,105,75.5,0.721573964750141,-0.470780809513959,7.24886423856969,0.516956246838737,1,50,120,34,216,52,93,77,80
ENSSTUE00000396471,24,28,20,0.721572909323155,-0.470782919707046,5.42930860519461,0.440906061264536,1,23,34,18,37,8,39,16,17
ENSSTUE00000319668,171.875,199.75,144,0.721571247740925,-0.470786241837316,8.16659119087771,0.463964154718228,1,136,190,214,259,96,100,130,250
ENSSTUE00000064438,15.875,18.25,13.5,0.721567622438189,-0.470793490212904,4.89260831435928,0.521174982951341,1,33,9,21,10,17,3,18,16
ENSSTUE00000460723,16.875,19.75,14,0.721536005125856,-0.470856706933928,4.96512373152239,0.456408038553321,1,15,15,37,12,12,7,28,9
ENSSTUE00000626474,12.875,14.75,11,0.721494590352087,-0.470939517220751,4.62556924301303,0.561191436176807,1,9,8,34,8,6,3,14,21
ENSSTUE00000459439,10.25,12,8.5,0.721352840530648,-0.471222986922006,4.34250165878091,0.316562839205611,1,11,12,17,8,10,6,11,7
ENSSTUE00000016706,46.375,54,38.75,0.721313702943678,-0.471301263642158,6.31893516844749,0.405850717074693,1,33,35,64,84,34,41,30,50
ENSSTUE00000115031,72.875,84.75,61,0.721287799442466,-0.471353074003762,6.9550436344217,0.480121380563109,1,39,117,134,49,55,92,64,33
ENSSTUE00000113669,21,24.25,17.75,0.721287524337802,-0.471353624258751,5.25392296666317,0.69898515576903,1,68,4,2,23,41,3,4,23
ENSSTUE00000338608,31.625,36.75,26.5,0.721157174126689,-0.471614369927356,5.79912273544592,0.458699905784288,1,34,18,58,37,25,11,30,40
ENSSTUE00000144534,74.375,86.25,62.5,0.721139945855073,-0.471648835976938,6.98264959344317,0.406792236448161,1,80,108,101,56,64,86,65,35
ENSSTUE00000125099,72.25,84,60.5,0.721113321696088,-0.471702100605285,6.93819948732264,0.410448516651406,1,80,79,56,121,56,40,54,92
ENSSTUE00000561599,135.625,157.5,113.75,0.72092935063937,-0.472070209174784,7.8282885616468,0.439738030401304,1,119,121,189,201,96,77,100,182
ENSSTUE00000183572,9.75,11.25,8.25,0.72092660730281,-0.472075699040853,4.28797280194689,0.710121637277324,1,26,16,3,0,14,13,4,2
ENSSTUE00000385404,28.125,32.5,23.75,0.720909344049527,-0.47211024611936,5.63457620733439,0.433171496107135,1,24,24,64,18,19,28,24,24
ENSSTUE00000077046,30,35,25,0.720747421566207,-0.472434324319175,5.70901241558642,0.550618197679185,1,21,8,25,86,22,11,27,40
ENSSTUE00000626123,9.25,10.75,7.75,0.720672401199934,-0.472584497792269,4.22210775913694,0.44026096518765,1,8,15,14,6,8,13,5,5
ENSSTUE00000539953,85.875,100,71.75,0.720661329024151,-0.47260666305873,7.18049628497801,0.396674666454393,1,87,74,112,127,71,55,59,102
ENSSTUE00000198762,69.75,81,58.5,0.720531735674761,-0.472866119876251,6.89940219880074,0.558328422105721,1,152,60,91,21,84,91,45,14
ENSSTUE00000164817,8.125,9.5,6.75,0.720475283232064,-0.472979157020552,4.11075896681486,0.497850513541894,1,6,11,17,4,10,6,8,3
ENSSTUE00000463765,13.875,16,11.75,0.720372187291393,-0.473185613298038,4.72489771949073,0.37913741332307,1,22,10,22,10,12,10,16,9
ENSSTUE00000055727,11.125,13,9.25,0.720295267573272,-0.473339669247052,4.41770685471495,0.331944958735209,1,8,13,13,18,7,6,10,14
ENSSTUE00000260548,39.375,45.75,33,0.720235281171214,-0.473459822318286,6.09807038935307,0.378259088845506,1,51,31,72,29,37,28,36,31
ENSSTUE00000581747,20.875,24.5,17.25,0.720133425816751,-0.473663862039926,5.25327357010439,0.325224735990788,1,21,24,34,19,23,18,16,12
ENSSTUE00000470103,12.125,14.25,10,0.720051165936255,-0.473828668582733,4.56404616140457,0.32249905304299,1,19,11,8,19,11,12,10,7
ENSSTUE00000259475,13.375,15.75,11,0.719975374643483,-0.473980532064751,4.68748113798918,0.375994450430276,1,20,10,21,12,17,10,12,5
ENSSTUE00000215623,12,14,10,0.719942401655691,-0.474046605234709,4.47644685560349,0.805156414267277,1,0,11,0,45,0,16,3,21
ENSSTUE00000561482,17.375,20,14.75,0.719941163213086,-0.474049086956215,4.98517988595964,0.498950124041865,1,11,15,27,27,7,10,11,31
ENSSTUE00000135534,23,27,19,0.719781859335675,-0.47436835241391,5.38910938647319,0.445379504143449,1,36,19,41,12,31,16,19,10
ENSSTUE00000081086,11,13.25,8.75,0.719743763944735,-0.474444710945795,4.43156472513365,0.297963396036855,1,8,17,9,19,8,8,9,10
ENSSTUE00000044607,724.75,843,606.5,0.71960192392638,-0.474729051106004,10.2315916066277,0.497603028681279,1,482,817,1018,1055,477,501,495,953
ENSSTUE00000501010,91.125,106,76.25,0.719434424043876,-0.475064902596163,7.27190181645111,0.467783835166259,1,130,173,76,45,109,77,72,47
ENSSTUE00000452419,29.25,34.25,24.25,0.71936149825132,-0.475211149437334,5.67140422681586,0.744077186429511,1,1,18,27,91,0,5,47,45
ENSSTUE00000393805,24.25,28.5,20,0.719337972593666,-0.475258331424013,5.44128001141406,0.333735552251617,1,28,25,32,29,25,12,31,12
ENSSTUE00000281854,8.25,9.75,6.75,0.719335583870941,-0.475263122223725,4.11963058834256,0.422363568551822,1,14,11,8,6,9,10,6,2
ENSSTUE00000001614,13.5,15.75,11.25,0.719127354950099,-0.475680805329017,4.66628145439453,0.405528023125842,1,13,11,12,27,12,4,13,16
ENSSTUE00000386093,9.375,11,7.75,0.719085916868154,-0.475763939752143,4.26043136651565,0.727757352755705,1,15,3,26,0,12,1,18,0
ENSSTUE00000397431,116.5,135.5,97.5,0.718945841532758,-0.476044998902868,7.61371575859038,0.415369393043255,1,130,97,148,167,87,68,86,149
ENSSTUE00000478357,16.25,19,13.5,0.718919087904477,-0.476098685902336,4.95536853063619,0.615386229491427,1,48,5,17,6,31,5,15,3
ENSSTUE00000296919,27.75,32.5,23,0.718892123578147,-0.476152797735059,5.63135078200936,0.568641216858563,1,17,57,48,8,26,35,28,3
ENSSTUE00000140670,12.25,14.5,10,0.718870924867037,-0.476195340594158,4.55470233523949,0.384900541827134,1,8,23,8,19,12,13,8,7
ENSSTUE00000420655,8,9.25,6.75,0.718657364721646,-0.476623996040017,4.07469016242058,0.43552917088501,1,8,12,13,4,8,4,10,5
ENSSTUE00000440662,291.375,339.25,243.5,0.718609370629504,-0.476720346754951,8.92331014313984,0.523829330106622,1,291,160,544,362,185,97,412,280
ENSSTUE00000474994,24,28,20,0.718429987625968,-0.477080524741001,5.40451177640181,0.505424222015491,1,31,22,6,53,17,11,22,30
ENSSTUE00000136695,21.875,25.5,18.25,0.718391282485454,-0.477158251477724,5.29796492952828,0.331141166661218,1,21,21,39,21,23,15,19,16
ENSSTUE00000520606,40.75,47.5,34,0.718385195164503,-0.477170476271051,6.15160331170788,0.637111799565884,1,41,13,124,12,53,10,66,7
ENSSTUE00000389672,39.375,45.75,33,0.718333833960259,-0.477273625951936,6.09300907481818,0.565693285700418,1,71,31,13,68,41,8,20,63
ENSSTUE00000192574,18.25,21.25,15.25,0.718322168279689,-0.47729705538735,5.02933215932353,0.680800551218798,1,2,5,16,62,3,3,24,31
ENSSTUE00000105797,19.5,22.5,16.5,0.71822333683491,-0.477495564428635,5.15633220757134,0.369688577403806,1,22,21,31,16,12,13,17,24
ENSSTUE00000522231,40.875,47.5,34.25,0.718169771056429,-0.47760316600732,6.14617312005587,0.396189393160528,1,23,40,63,64,28,27,40,42
ENSSTUE00000319664,32.75,38,27.5,0.718112277905432,-0.477718665722621,5.8442165407644,0.380819665140699,1,23,35,61,33,24,26,24,36
ENSSTUE00000315202,14.75,17.25,12.25,0.718080941411675,-0.477781622438389,4.82612190064702,0.603282669890369,1,8,4,51,6,9,7,28,5
ENSSTUE00000126402,9.75,11.5,8,0.718033645358247,-0.477876647977979,4.3219276159539,0.653912366805281,1,9,1,32,4,8,3,19,2
ENSSTUE00000614343,26,30.25,21.75,0.717982177574291,-0.477980062321364,5.54572755024064,0.407689580319625,1,32,35,40,14,22,32,23,10
ENSSTUE00000399360,103.5,120.5,86.5,0.71778356007366,-0.478379214463679,7.44877399228571,0.441294342733509,1,126,123,175,58,110,105,82,49
ENSSTUE00000316865,14.625,17.25,12,0.717773131876671,-0.478400174566706,4.79957790231881,0.409880103764371,1,23,5,18,23,15,8,15,10
ENSSTUE00000226882,23.25,27.25,19.25,0.717743138924655,-0.478460460449939,5.38727853544727,0.4289432716912,1,34,42,10,23,16,25,24,12
ENSSTUE00000176794,61.125,71.25,51,0.717722844963359,-0.478501252774735,6.69491599271787,0.61977128838763,1,38,70,6,171,34,48,18,104
ENSSTUE00000056514,50.875,59.25,42.5,0.717695595803497,-0.478556027364067,6.45073914033091,0.330513572408891,1,51,53,75,58,39,36,52,43
ENSSTUE00000482722,101.25,118,84.5,0.7176757297474,-0.478595962201978,7.42354251075099,0.746845922585989,1,61,22,383,6,38,15,283,2
ENSSTUE00000403898,26.5,31,22,0.717662262533383,-0.478623034686624,5.56831490739456,0.389095767331707,1,33,22,48,21,26,13,30,19
ENSSTUE00000076490,59.875,69.75,50,0.717593405751721,-0.478761462061908,6.6741347602695,0.406004683354276,1,42,55,83,99,43,38,44,75
ENSSTUE00000590598,28.75,33.5,24,0.717559809488234,-0.478829007690095,5.67973294469145,0.494541604883458,1,59,31,36,8,36,20,28,12
ENSSTUE00000498121,23.5,27.5,19.5,0.717522076520113,-0.478904873975537,5.4074543813001,0.363510915022357,1,36,21,30,23,31,16,22,9
ENSSTUE00000388493,15.375,17.75,13,0.717460333884773,-0.479029022945204,4.85125055955093,0.345791699251122,1,21,13,23,14,14,10,11,17
ENSSTUE00000278665,14,16.25,11.75,0.717379025439559,-0.479192530156037,4.70902449664961,0.439514776640186,1,11,17,23,14,12,3,13,19
ENSSTUE00000368359,9.375,11.25,7.5,0.717371213768176,-0.479208240011673,4.26227897569016,0.371188777944077,1,9,12,16,8,6,7,14,3
ENSSTUE00000560526,17.375,20,14.75,0.717242647339763,-0.479466821298556,5.00005590418472,0.494088035461175,1,19,6,32,23,14,5,17,23
ENSSTUE00000369292,248.875,289.75,208,0.71712191711113,-0.47970968410605,8.69440592113328,0.596632915964881,1,89,247,171,652,96,150,93,493
ENSSTUE00000314089,13.125,15,11.25,0.716953941806429,-0.480047653870598,4.67025712364248,0.650854858255854,1,31,9,20,0,14,2,15,14
ENSSTUE00000407843,18.5,21.75,15.25,0.716939699562382,-0.480076313199666,5.08673816541401,0.501485370032632,1,28,23,22,14,20,30,9,2
ENSSTUE00000161198,52.75,61.5,44,0.716891791727855,-0.480172721174714,6.48616777032291,0.812031832227116,1,1,125,1,119,0,126,1,49
ENSSTUE00000548488,14.75,17,12.5,0.71687164898159,-0.480213257624903,4.77830918481091,0.449543171524997,1,15,8,18,27,8,13,6,23
ENSSTUE00000190185,10.5,12.25,8.75,0.716747456903872,-0.480463214247767,4.39393323426688,0.568795421016088,1,13,17,17,2,6,17,10,2
ENSSTUE00000272754,339.25,395.25,283.25,0.716507379832575,-0.480946530953985,9.13918880812195,0.46751904977091,1,280,318,422,561,225,230,226,452
ENSSTUE00000519287,16.875,19.75,14,0.716465436976206,-0.481030985802244,4.98849536431797,0.684165405906853,1,45,28,2,4,33,17,4,2
ENSSTUE00000320391,502,585,419,0.716455187441002,-0.481051624703461,9.70350218114866,0.483887132946747,1,385,505,806,644,371,301,320,684
ENSSTUE00000605447,19.375,22.75,16,0.716429075163576,-0.481104206833276,5.11679496333283,0.635207738409617,1,11,13,3,64,4,14,11,35
ENSSTUE00000071080,18.75,22,15.5,0.716329276975141,-0.481305187482335,5.11173918753754,0.372382734322762,1,19,16,28,25,20,7,16,19
ENSSTUE00000199033,26.5,30.75,22.25,0.716243043790723,-0.481478872518499,5.55476043547345,0.392403255111928,1,21,21,42,39,14,22,20,33
ENSSTUE00000452100,29.125,34,24.25,0.715652291656617,-0.482669288048917,5.66595842564638,0.742434972731701,1,1,15,29,91,0,10,52,35
ENSSTUE00000593996,9.5,11.25,7.75,0.715646212279192,-0.482681543616346,4.23303077111228,0.439717320434252,1,8,3,16,18,8,3,10,10
ENSSTUE00000262172,23.25,27.25,19.25,0.715634299393607,-0.482705559399159,5.36217789427863,0.612738100674645,1,5,22,39,43,2,22,44,9
ENSSTUE00000550721,8.875,10.25,7.5,0.715578183915711,-0.482818690779247,4.21237794556715,0.656002912590565,1,13,11,17,0,3,11,14,2
ENSSTUE00000096203,9.75,11.5,8,0.715567880493462,-0.482839463915621,4.33039666256305,0.700307569057258,1,15,5,26,0,14,0,15,3
ENSSTUE00000311167,11.5,13.5,9.5,0.715459256023083,-0.483058484199776,4.51407096442987,0.478401543518117,1,18,8,20,8,20,6,9,3
ENSSTUE00000016105,57.125,66.75,47.5,0.715353275651124,-0.483272205220457,6.61436650457204,0.458912548558049,1,34,118,33,82,42,61,30,57
ENSSTUE00000267588,128.5,149.75,107.25,0.715287874365375,-0.483404109871294,7.74997262692305,0.485155473127939,1,77,100,192,230,78,75,80,196
ENSSTUE00000345810,18.75,22,15.5,0.715274973173426,-0.483430131077813,5.09071096976194,0.510831844296208,1,21,22,8,37,10,5,16,31
ENSSTUE00000325625,191.125,222.75,159.5,0.715272160153024,-0.483435804893781,8.31964778294684,0.451203262228263,1,163,227,186,315,114,112,148,264
ENSSTUE00000588040,8.375,9.75,7,0.71519448374306,-0.483592485753188,4.12540819433312,0.596337187961778,1,9,21,7,2,12,12,2,2
ENSSTUE00000422686,24.375,28.5,20.25,0.715170952292319,-0.483639954332107,5.42927153256509,0.506636620893011,1,13,35,11,55,8,24,14,35
ENSSTUE00000265932,682.875,796.5,569.25,0.714989290581744,-0.484006462143636,10.1447965510436,0.733661895402161,1,45,151,683,2307,26,57,900,1294
ENSSTUE00000177061,13.625,15.75,11.5,0.714975609744001,-0.484034067404106,4.7029343138478,0.518937991338818,1,12,9,34,8,16,3,13,14
ENSSTUE00000294476,10.25,11.75,8.75,0.714962535192742,-0.484060449790407,4.33819557104162,0.768137360319317,1,11,36,0,0,8,24,1,2
ENSSTUE00000106562,9.5,11,8,0.714952439688897,-0.484080821258066,4.23349604285317,0.533460981961156,1,8,15,13,8,9,4,2,17
ENSSTUE00000216122,22.5,26.5,18.5,0.714922653058517,-0.484140928639693,5.3630152123097,0.40376943590475,1,32,16,39,19,25,18,24,7
ENSSTUE00000245165,39.25,45.5,33,0.714912001051126,-0.484162424269549,6.09817720696976,0.413952890652937,1,65,62,34,21,36,44,26,26
ENSSTUE00000527460,28.5,33.5,23.5,0.714847631729217,-0.484292327645525,5.64119859128067,0.513094747576739,1,25,43,6,60,20,17,19,38
ENSSTUE00000542547,18.875,22,15.75,0.714708456930701,-0.48457323553555,5.08825001323495,0.577459778001989,1,22,6,17,43,8,5,10,40
ENSSTUE00000362241,19.25,22.5,16,0.714697804527504,-0.48459473840661,5.08286827286455,0.756233915814846,1,5,1,8,76,5,0,9,50
ENSSTUE00000614689,10.375,12.25,8.5,0.714694336832528,-0.484601738342039,4.37724724508336,0.263629894850538,1,15,10,14,10,10,6,11,7
ENSSTUE00000591217,12.625,15,10.25,0.714458278043437,-0.485078329636672,4.60751263031879,0.501763241097291,1,13,9,22,16,13,8,20,0
ENSSTUE00000260105,11.125,13.25,9,0.714450128027589,-0.485094786937081,4.45743669983543,0.340304042542427,1,11,10,22,10,10,6,15,5
ENSSTUE00000522307,119.375,139.25,99.5,0.714353723426834,-0.485289470678307,7.64619589745043,0.44060603512879,1,86,109,169,193,78,81,72,167
